"id","index","ec_list_no","cas_id_number","name","page_id","url"
"6154","","290-017-1","90063-58-4","Lithospermum officinale, ext.","5073","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5073"
"6155","","226-403-3","5394-63-8","2,2,6-trimethyl-4H-1,3-dioxin-4-one","5080","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5080"
"6156","","289-300-2","87141-87-5","2-carbamoyl-1-methylpyridinium methanesulphonate","5083","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5083"
"6157","","228-538-3","6290-37-5","2-phenylethyl hexanoate","5086","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5086"
"6158","","241-394-6","17363-02-9","Ammonium hexabromoplatinate","5091","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5091"
"6159","","261-981-0","59907-12-9","3-bromo-2-fluorotoluene","5092","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5092"
"6160","","213-559-2","979-32-8","Estradiol valerate","5093","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5093"
"6161","","204-891-9","128-51-8","Nopyl acetate","5099","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5099"
"6162","","615-747-3","7228-38-8","5-Chloro-1,3-benzodioxole","5100","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5100"
"6163","","273-884-0","69121-24-0","Trisodium [3-[[3-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]-2-hydroxy-5-sulphophenyl]azo]-4-hydroxynaphthalene-2,7-disulphonato(5-)]cuprate(3-)","5106","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5106"
"6164","","260-479-9","56966-48-4","5-chloro-2-(2-chlorophenoxy)aniline","5107","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5107"
"6165","","241-555-0","17586-94-6","Dioctyltin di(acetate)","5108","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5108"
"6166","","616-539-5","7788-99-0","Sulfuric acid, chromium(3+) potassium salt (2:1:1), dodecahydrate","5121","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5121"
"6167","","446-480-9","34644-00-3","Thiosulfuric acid(H2S2O3),S-[2-[[3-[[(2R)-2,4-dihydroxy-3,3-dimethyl-1-oxobutyl]amino]-1-oxopropyl]amino]ethyl]ester, calcium salt (2:1)","5123","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5123"
"6168","","204-622-5","123-35-3","7-methyl-3-methyleneocta-1,6-diene","5124","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5124"
"6169","","209-283-7","565-62-8","3-methylpent-3-en-2-one","5125","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5125"
"6170","","215-010-2","1253-28-7","Gestonorone caproate","5128","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5128"
"6171","","220-598-9","2832-19-1","2-chloro-N-(hydroxymethyl)acetamide","5137","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5137"
"6172","","215-571-3","1332-62-3","Manganese trihydroxide","5138","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5138"
"6173","","211-943-4","718-64-9","α,α-bis(trifluoromethyl)benzyl alcohol","5140","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5140"
"6174","","233-879-6","10409-54-8","Phenyl 2-bromo-2-propyl ketone","5141","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5141"
"6175","","609-061-3","351003-36-6","2-Fluoro-5-iodobenzonitrile","5142","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5142"
"6176","","608-122-1","27656-21-9","1H-Imidazole-1-ethanol, α-(2,4-dichlorophenyl)-, (αR)-","5144","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5144"
"6177","","210-253-0","611-10-9","Ethyl 2-oxocyclopentanecarboxylate","5145","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5145"
"6178","","241-286-9","17253-11-1","1,4-benzodioxan-6-ylacetic acid","5149","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5149"
"6179","","209-022-7","552-79-4","N-methylephedrine","5153","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5153"
"6180","","229-195-2","6425-41-8","4-cyclohexylmorpholine","5156","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5156"
"6181","","233-224-4","10094-41-4","Hex-3-enyl 2-methylbutyrate","5158","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5158"
"6182","","605-694-4","173832-46-7","Fatty acids, C18 unsat trimers di and triesters with 2-ethylhexanol","5159","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5159"
"6183","","211-552-9","662-01-1","1,3-dichloro-1,1,2,2,3,3-hexafluoropropane","5165","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5165"
"6184","","238-587-2","14548-48-2","4-(4'-chlorobenzoyl)pyridine","5167","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5167"
"6185","","281-018-8","83846-43-9","Benzoic acid, 2-hydroxy-, mono-C>13-alkyl derivs., calcium salts (2:1)","5176","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5176"
"6186","","219-663-4","2493-31-4","N,N-dimethyl-2,4,6-trinitroaniline","5177","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5177"
"6187","","309-697-9","100684-26-2","Glycerides, animal","5178","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5178"
"6188","","447-610-7","2613-27-6","1-nitro-4-(pentafluorosulphanyl)benzene","5179","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5179"
"6189","","604-127-8","139395-96-3","1-[trans-4-(trans-4-Ethylcyclohexyl)-cyclohexyl]-3-fluor-4-t rifluormethoxy-benzen","5180","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5180"
"6190","","230-447-9","7144-08-3","Cholest-5-ene-3-β-yl chloroformate","5181","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5181"
"6191","","228-099-8","6130-75-2","2,4,5-trichloroanisole","5183","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5183"
"6192","","247-078-4","25530-63-6","Ammonium bismuth citrate","5185","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5185"
"6193","","208-552-6","533-01-7","Copper dibenzoate","5190","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5190"
"6194","","216-639-5","1632-73-1","3,3-dimethyl-8,9-dinorbornan-2-ol","5191","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5191"
"6195","","245-880-9","23779-97-7","4-chloro-8-(trifluoromethyl)quinoline","5194","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5194"
"6196","","284-113-2","8006-80-2, 84787-72-4","Sassafras albidum, ext.","5196","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5196"
"6197","","263-061-4","61789-45-5","Fatty acids, dehydrated castor-oil","5197","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5197"
"6198","","308-821-9","98653-90-8","Fatty acids, C18-22, calcium salts","5198","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5198"
"6199","","229-816-7","6753-98-6","Humulene","5199","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5199"
"6200","","263-139-8","61790-47-4","Amines, rosin","5208","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5208"
"6201","","243-995-9","20731-55-9","Sodium 9,10-dihydroxystearate","5209","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5209"
"6202","","232-668-6","9003-99-0","Peroxidase","5212","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5212"
"6203","","231-631-1","7662-51-3","L-tyrosinohydrazide","5213","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5213"
"6204","","303-568-0","94200-88-1","4-amino-5-hydroxy-6-[[4-[[4-[[2-hydroxy-4-[(o-tolyl)amino]phenyl]azo]phenyl]amino]-3-sulphophenyl]azo]-3-[(4-nitrophenyl)azo]naphthalene-2,7-disulphonic acid, sodium salt","5214","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5214"
"6205","","235-827-8","12789-46-7","Phosphoric acid, pentyl ester","5218","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5218"
"6206","","209-147-7","556-99-0","Triuret","5221","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5221"
"6207","","217-222-0","1779-58-4","(2-methoxy-2-oxoethyl)triphenylphosphonium bromide","5222","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5222"
"6208","","279-017-2","78952-72-4","2-[[3,3'-dichloro-4'-[[1-[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]azo][1,1'-biphenyl]-4-yl]azo]-3-oxo-N-(o-tolyl)butyramide","5227","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5227"
"6209","","236-244-1","13254-34-7","2,6-dimethylheptan-2-ol","5228","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5228"
"6210","","624-740-4","506-26-3","Acide Gamma linolénique","5230","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5230"
"6211","","208-498-3","530-93-8","1,2,3,4-tetrahydronaphthalen-2-one","5232","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5232"
"6212","","208-551-0","533-00-6","Barium dibenzoate","5234","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5234"
"6213","","918-317-6","","Hydrocarbons, C10-C13, isoalkanes, cyclics, <2% aromatics","5242","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5242"
"6214","","288-588-7","85763-74-2","Zinc, 2-ethylhexanoate naphthenate complexes","5253","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5253"
"6215","","615-131-4","70624-18-9","Poly [[6-[(1,1,3,3-tetramethylbutyl)amino] -1,3,5-triazine-2,4-diyl]","5254","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5254"
"6216","","206-657-1","363-51-9","2-chloro-6-fluoroaniline","5255","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5255"
"6217","","263-060-9","61789-44-4","Fatty acids, castor-oil","5261","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5261"
"6218","","226-563-4","5424-21-5","2,4-dichloro-6-methylpyrimidine","5265","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5265"
"6219","","918-167-1","","Hydrocarbons, C11-C12, isoalkanes, <2% aromatics","5267","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5267"
"6220","","615-306-5","71561-11-0","2-[[4-(2,4-Dichlorobenzoyl)-1,3-dimethyl-1H-pyrazol-5-yl]oxy]-1-phenylethanone","5271","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5271"
"6221","","610-784-1","52125-53-8","1,2-Propanediol, monoethyl ether","5276","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5276"
"6222","","221-021-3","2975-41-9","Indan-2-amine","5278","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5278"
"6223","","425-180-1","","Trisodium mono-(5-(1,2-dihydroxethyl)-4-oxido-2-oxo-2,5-dihydro-furan-3-yl)phosphate","5279","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5279"
"6224","","283-905-5","84775-45-1, 84775-75-7, 93348-02-8","Artemisia herba-alba, ext.","5285","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5285"
"6225","","224-945-5","4568-28-9","Stearic acid, compound with 2,2',2''-nitrilotriethanol (1:1)","5288","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5288"
"6226","","210-254-6","611-13-2","Methyl 2-furoate","5292","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5292"
"6227","","210-762-8","622-97-9","4-methylstyrene","5297","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5297"
"6228","","265-567-0","65152-09-2","5-[(3-methylthiazolidin-2-ylidene)ethylidene]-4-oxo-2-thioxothiazolidin-3-acetic acid","5298","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5298"
"6229","","224-333-8","4316-23-8","4-methylphthalic acid","5303","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5303"
"6230","","216-174-8","1518-16-7","2,2'-(2,5-cyclohexadiene-1,4-diylidene)bismalononitrile","5304","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5304"
"6231","","260-633-5","57219-64-4","[μ-[carbonato(2-)-O:O']]dihydroxydioxodizirconium","5309","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5309"
"6232","","500-051-3","26780-96-1","1,2-Dihydro-2,2,4-trimethylquinoline, oligomers","5313","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5313"
"6233","","238-620-0","14576-08-0","4-(1-methoxy-1-methylethyl)-1-methylcyclohexene","5315","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5315"
"6234","","283-292-4","84604-15-9","Sabal serrulatum, ext.","5316","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5316"
"6235","","231-837-1","7758-23-8","Calcium bis(dihydrogenorthophosphate)","5320","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5320"
"6236","","245-177-7","22720-75-8","1-benzo[b]thien-2-ylethan-1-one","5323","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5323"
"6237","","244-186-3","21062-20-4","Oxydiacetyl dichloride","5329","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5329"
"6238","","201-001-0","77-06-5","(3S,3aS,4S,4aS,6S,8aR,8bR,11S)-6,11-dihydroxy-3-methyl-12-methylene-2-oxo-4a,6-ethano-3,8b-prop-1-enoperhydroindeno[1,2-b]furan-4-carboxylic acid","5337","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5337"
"6239","","204-966-6","129-81-7","4-iodo-2,3-dimethyl-1-phenyl-3-pyrazolin-5-one","5344","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5344"
"6240","","211-390-9","642-78-4, 7081-44-9","Cloxacillin sodium","5351","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5351"
"6241","","207-951-2","502-72-7","Cyclopentadecanone","5352","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5352"
"6242","","610-359-0","475160-61-3","(2R,4S,5R)-2-Aminomethyl-5-ethylquinuclidine","5359","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5359"
"6243","","246-129-8","24292-60-2","Adenosine 5'-(trihydrogen diphosphate), 2'-(dihydrogen phosphate), 5'→5'-ester with 3-(aminocarbonyl)-1-β-d-ribofuranosylpyridinium hydroxide, inner salt, disodium salt","5360","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5360"
"6244","","200-676-9","68-05-3","Tetraethylammonium iodide","5364","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5364"
